month,sector6_code,sector6_label,rate_name,rate_value,series_id
2025-03,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-03,PBS,Professional and business services,job_openings_rate,5.1,JTS540099000000000JOR
2025-03,PBS,Professional and business services,hires_rate,4.7,JTS540099000000000HIR
2025-03,PBS,Professional and business services,quits_rate,2.9,JTS540099000000000QUR
2025-03,PBS,Professional and business services,layoffs_discharges_rate,1.7,JTS540099000000000LDR
2025-03,HCS,Health care and social assistance,job_openings_rate,5.4,JTS620000000000000JOR
2025-03,HCS,Health care and social assistance,hires_rate,3.1,JTS620000000000000HIR
2025-03,HCS,Health care and social assistance,quits_rate,2.1,JTS620000000000000QUR
2025-03,HCS,Health care and social assistance,layoffs_discharges_rate,0.5,JTS620000000000000LDR
2025-03,RET,Retail trade,job_openings_rate,3.1,JTS440000000000000JOR
2025-03,RET,Retail trade,hires_rate,4.1,JTS440000000000000HIR
2025-03,RET,Retail trade,quits_rate,3.0,JTS440000000000000QUR
2025-03,RET,Retail trade,layoffs_discharges_rate,1.1,JTS440000000000000LDR
2025-04,MFG,Manufacturing,job_openings_rate,2.9,JTS300000000000000JOR
2025-04,MFG,Manufacturing,hires_rate,2.5,JTS300000000000000HIR
2025-04,MFG,Manufacturing,quits_rate,1.4,JTS300000000000000QUR
2025-04,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2025-04,INF,Information,job_openings_rate,4.5,JTS510000000000000JOR
2025-04,INF,Information,hires_rate,2.9,JTS510000000000000HIR
2025-04,INF,Information,quits_rate,1.1,JTS510000000000000QUR
2025-04,INF,Information,layoffs_discharges_rate,1.4,JTS510000000000000LDR
2025-04,FAS,Financial activities,job_openings_rate,4.4,JTS510099000000000JOR
2025-04,FAS,Financial activities,hires_rate,2.3,JTS510099000000000HIR
2025-04,FAS,Financial activities,quits_rate,1.4,JTS510099000000000QUR
2025-04,FAS,Financial activities,layoffs_discharges_rate,0.9,JTS510099000000000LDR
2025-04,PBS,Professional and business services,job_openings_rate,5.6,JTS540099000000000JOR
2025-04,PBS,Professional and business services,hires_rate,4.9,JTS540099000000000HIR
2025-04,PBS,Professional and business services,quits_rate,2.3,JTS540099000000000QUR
2025-04,PBS,Professional and business services,layoffs_discharges_rate,2.1,JTS540099000000000LDR
2025-04,HCS,Health care and social assistance,job_openings_rate,6.2,JTS620000000000000JOR
2025-04,HCS,Health care and social assistance,hires_rate,3.2,JTS620000000000000HIR
2025-04,HCS,Health care and social assistance,quits_rate,2.1,JTS620000000000000QUR
2025-04,HCS,Health care and social assistance,layoffs_discharges_rate,0.8,JTS620000000000000LDR
2025-04,RET,Retail trade,job_openings_rate,3.5,JTS440000000000000JOR
2025-04,RET,Retail trade,hires_rate,3.7,JTS440000000000000HIR
2025-04,RET,Retail trade,quits_rate,2.4,JTS440000000000000QUR
2025-04,RET,Retail trade,layoffs_discharges_rate,1.0,JTS440000000000000LDR
2025-05,MFG,Manufacturing,job_openings_rate,3.1,JTS300000000000000JOR
2025-05,MFG,Manufacturing,hires_rate,2.2,JTS300000000000000HIR
2025-05,MFG,Manufacturing,quits_rate,1.2,JTS300000000000000QUR
2025-05,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2025-05,INF,Information,job_openings_rate,3.7,JTS510000000000000JOR
2025-05,INF,Information,hires_rate,2.7,JTS510000000000000HIR
2025-05,INF,Information,quits_rate,1.3,JTS510000000000000QUR
2025-05,INF,Information,layoffs_discharges_rate,1.2,JTS510000000000000LDR
2025-05,FAS,Financial activities,job_openings_rate,5.1,JTS510099000000000JOR
2025-05,FAS,Financial activities,hires_rate,2.4,JTS510099000000000HIR
2025-05,FAS,Financial activities,quits_rate,1.5,JTS510099000000000QUR
2025-05,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-05,PBS,Professional and business services,job_openings_rate,5.2,JTS540099000000000JOR
2025-05,PBS,Professional and business services,hires_rate,4.6,JTS540099000000000HIR
2025-05,PBS,Professional and business services,quits_rate,2.4,JTS540099000000000QUR
2025-05,PBS,Professional and business services,layoffs_discharges_rate,1.8,JTS540099000000000LDR
2025-05,HCS,Health care and social assistance,job_openings_rate,6.5,JTS620000000000000JOR
2025-05,HCS,Health care and social assistance,hires_rate,2.9,JTS620000000000000HIR
2025-05,HCS,Health care and social assistance,quits_rate,2.0,JTS620000000000000QUR
2025-05,HCS,Health care and social assistance,layoffs_discharges_rate,0.6,JTS620000000000000LDR
2025-05,RET,Retail trade,job_openings_rate,2.8,JTS440000000000000JOR
2025-05,RET,Retail trade,hires_rate,3.6,JTS440000000000000HIR
2025-05,RET,Retail trade,quits_rate,2.6,JTS440000000000000QUR
2025-05,RET,Retail trade,layoffs_discharges_rate,1.0,JTS440000000000000LDR
2025-06,MFG,Manufacturing,job_openings_rate,3.0,JTS300000000000000JOR
2025-06,MFG,Manufacturing,hires_rate,2.3,JTS300000000000000HIR
2025-06,MFG,Manufacturing,quits_rate,1.4,JTS300000000000000QUR
2025-06,MFG,Manufacturing,layoffs_discharges_rate,0.8,JTS300000000000000LDR
2025-06,INF,Information,job_openings_rate,4.1,JTS510000000000000JOR
2025-06,INF,Information,hires_rate,2.9,JTS510000000000000HIR
2025-06,INF,Information,quits_rate,1.5,JTS510000000000000QUR
2025-06,INF,Information,layoffs_discharges_rate,1.4,JTS510000000000000LDR
2025-06,FAS,Financial activities,job_openings_rate,3.7,JTS510099000000000JOR
2025-06,FAS,Financial activities,hires_rate,2.2,JTS510099000000000HIR
2025-06,FAS,Financial activities,quits_rate,1.2,JTS510099000000000QUR
2025-06,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-06,PBS,Professional and business services,job_openings_rate,5.6,JTS540099000000000JOR
2025-06,PBS,Professional and business services,hires_rate,4.6,JTS540099000000000HIR
2025-06,PBS,Professional and business services,quits_rate,1.9,JTS540099000000000QUR
2025-06,PBS,Professional and business services,layoffs_discharges_rate,2.6,JTS540099000000000LDR
2025-06,HCS,Health care and social assistance,job_openings_rate,5.9,JTS620000000000000JOR
2025-06,HCS,Health care and social assistance,hires_rate,3.1,JTS620000000000000HIR
2025-06,HCS,Health care and social assistance,quits_rate,2.0,JTS620000000000000QUR
2025-06,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2025-06,RET,Retail trade,job_openings_rate,3.8,JTS440000000000000JOR
2025-06,RET,Retail trade,hires_rate,3.8,JTS440000000000000HIR
2025-06,RET,Retail trade,quits_rate,2.7,JTS440000000000000QUR
2025-06,RET,Retail trade,layoffs_discharges_rate,1.0,JTS440000000000000LDR
2025-07,MFG,Manufacturing,job_openings_rate,3.3,JTS300000000000000JOR
2025-07,MFG,Manufacturing,hires_rate,2.3,JTS300000000000000HIR
2025-07,MFG,Manufacturing,quits_rate,1.4,JTS300000000000000QUR
2025-07,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2025-07,INF,Information,job_openings_rate,5.2,JTS510000000000000JOR
2025-07,INF,Information,hires_rate,2.4,JTS510000000000000HIR
2025-07,INF,Information,quits_rate,1.3,JTS510000000000000QUR
2025-07,INF,Information,layoffs_discharges_rate,1.4,JTS510000000000000LDR
2025-07,FAS,Financial activities,job_openings_rate,4.1,JTS510099000000000JOR
2025-07,FAS,Financial activities,hires_rate,2.3,JTS510099000000000HIR
2025-07,FAS,Financial activities,quits_rate,1.4,JTS510099000000000QUR
2025-07,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2025-07,PBS,Professional and business services,job_openings_rate,5.2,JTS540099000000000JOR
2025-07,PBS,Professional and business services,hires_rate,4.7,JTS540099000000000HIR
2025-07,PBS,Professional and business services,quits_rate,2.6,JTS540099000000000QUR
2025-07,PBS,Professional and business services,layoffs_discharges_rate,1.9,JTS540099000000000LDR
2025-07,HCS,Health care and social assistance,job_openings_rate,5.3,JTS620000000000000JOR
2025-07,HCS,Health care and social assistance,hires_rate,3.0,JTS620000000000000HIR
2025-07,HCS,Health care and social assistance,quits_rate,1.8,JTS620000000000000QUR
2025-07,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2025-07,RET,Retail trade,job_openings_rate,3.6,JTS440000000000000JOR
2025-07,RET,Retail trade,hires_rate,3.7,JTS440000000000000HIR
2025-07,RET,Retail trade,quits_rate,2.3,JTS440000000000000QUR
2025-07,RET,Retail trade,layoffs_discharges_rate,1.1,JTS440000000000000LDR
2025-08,MFG,Manufacturing,job_openings_rate,3.2,JTS300000000000000JOR
2025-08,MFG,Manufacturing,hires_rate,2.4,JTS300000000000000HIR
2025-08,MFG,Manufacturing,quits_rate,1.3,JTS300000000000000QUR
2025-08,MFG,Manufacturing,layoffs_discharges_rate,1.0,JTS300000000000000LDR
2025-08,INF,Information,job_openings_rate,4.7,JTS510000000000000JOR
2025-08,INF,Information,hires_rate,2.4,JTS510000000000000HIR
2025-08,INF,Information,quits_rate,1.2,JTS510000000000000QUR
2025-08,INF,Information,layoffs_discharges_rate,1.2,JTS510000000000000LDR
2025-08,FAS,Financial activities,job_openings_rate,3.5,JTS510099000000000JOR
2025-08,FAS,Financial activities,hires_rate,2.1,JTS510099000000000HIR
2025-08,FAS,Financial activities,quits_rate,1.3,JTS510099000000000QUR
2025-08,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2025-08,PBS,Professional and business services,job_openings_rate,4.7,JTS540099000000000JOR
2025-08,PBS,Professional and business services,hires_rate,4.6,JTS540099000000000HIR
2025-08,PBS,Professional and business services,quits_rate,2.5,JTS540099000000000QUR
2025-08,PBS,Professional and business services,layoffs_discharges_rate,2.2,JTS540099000000000LDR
2025-08,HCS,Health care and social assistance,job_openings_rate,5.5,JTS620000000000000JOR
2025-08,HCS,Health care and social assistance,hires_rate,3.0,JTS620000000000000HIR
2025-08,HCS,Health care and social assistance,quits_rate,2.2,JTS620000000000000QUR
2025-08,HCS,Health care and social assistance,layoffs_discharges_rate,0.6,JTS620000000000000LDR
2025-08,RET,Retail trade,job_openings_rate,3.8,JTS440000000000000JOR
2025-08,RET,Retail trade,hires_rate,3.6,JTS440000000000000HIR
2025-08,RET,Retail trade,quits_rate,2.4,JTS440000000000000QUR
2025-08,RET,Retail trade,layoffs_discharges_rate,1.0,JTS440000000000000LDR
2025-09,MFG,Manufacturing,job_openings_rate,3.0,JTS300000000000000JOR
2025-09,MFG,Manufacturing,hires_rate,2.4,JTS300000000000000HIR
2025-09,MFG,Manufacturing,quits_rate,1.4,JTS300000000000000QUR
2025-09,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2025-09,INF,Information,job_openings_rate,4.0,JTS510000000000000JOR
2025-09,INF,Information,hires_rate,2.5,JTS510000000000000HIR
2025-09,INF,Information,quits_rate,0.8,JTS510000000000000QUR
2025-09,INF,Information,layoffs_discharges_rate,1.3,JTS510000000000000LDR
2025-09,FAS,Financial activities,job_openings_rate,4.1,JTS510099000000000JOR
2025-09,FAS,Financial activities,hires_rate,2.3,JTS510099000000000HIR
2025-09,FAS,Financial activities,quits_rate,1.4,JTS510099000000000QUR
2025-09,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-09,PBS,Professional and business services,job_openings_rate,5.4,JTS540099000000000JOR
2025-09,PBS,Professional and business services,hires_rate,4.5,JTS540099000000000HIR
2025-09,PBS,Professional and business services,quits_rate,2.4,JTS540099000000000QUR
2025-09,PBS,Professional and business services,layoffs_discharges_rate,2.0,JTS540099000000000LDR
2025-09,HCS,Health care and social assistance,job_openings_rate,5.7,JTS620000000000000JOR
2025-09,HCS,Health care and social assistance,hires_rate,3.5,JTS620000000000000HIR
2025-09,HCS,Health care and social assistance,quits_rate,2.2,JTS620000000000000QUR
2025-09,HCS,Health care and social assistance,layoffs_discharges_rate,0.8,JTS620000000000000LDR
2025-09,RET,Retail trade,job_openings_rate,3.7,JTS440000000000000JOR
2025-09,RET,Retail trade,hires_rate,3.6,JTS440000000000000HIR
2025-09,RET,Retail trade,quits_rate,2.0,JTS440000000000000QUR
2025-09,RET,Retail trade,layoffs_discharges_rate,1.0,JTS440000000000000LDR
2025-10,MFG,Manufacturing,job_openings_rate,3.3,JTS300000000000000JOR
2025-10,MFG,Manufacturing,hires_rate,2.4,JTS300000000000000HIR
2025-10,MFG,Manufacturing,quits_rate,1.3,JTS300000000000000QUR
2025-10,MFG,Manufacturing,layoffs_discharges_rate,1.0,JTS300000000000000LDR
2025-10,INF,Information,job_openings_rate,3.9,JTS510000000000000JOR
2025-10,INF,Information,hires_rate,2.5,JTS510000000000000HIR
2025-10,INF,Information,quits_rate,1.2,JTS510000000000000QUR
2025-10,INF,Information,layoffs_discharges_rate,1.3,JTS510000000000000LDR
2025-10,FAS,Financial activities,job_openings_rate,3.2,JTS510099000000000JOR
2025-10,FAS,Financial activities,hires_rate,2.1,JTS510099000000000HIR
2025-10,FAS,Financial activities,quits_rate,1.2,JTS510099000000000QUR
2025-10,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-10,PBS,Professional and business services,job_openings_rate,5.4,JTS540099000000000JOR
2025-10,PBS,Professional and business services,hires_rate,4.4,JTS540099000000000HIR
2025-10,PBS,Professional and business services,quits_rate,2.4,JTS540099000000000QUR
2025-10,PBS,Professional and business services,layoffs_discharges_rate,2.1,JTS540099000000000LDR
2025-10,HCS,Health care and social assistance,job_openings_rate,5.4,JTS620000000000000JOR
2025-10,HCS,Health care and social assistance,hires_rate,3.1,JTS620000000000000HIR
2025-10,HCS,Health care and social assistance,quits_rate,1.9,JTS620000000000000QUR
2025-10,HCS,Health care and social assistance,layoffs_discharges_rate,0.9,JTS620000000000000LDR
2025-10,RET,Retail trade,job_openings_rate,4.0,JTS440000000000000JOR
2025-10,RET,Retail trade,hires_rate,3.7,JTS440000000000000HIR
2025-10,RET,Retail trade,quits_rate,2.6,JTS440000000000000QUR
2025-10,RET,Retail trade,layoffs_discharges_rate,1.1,JTS440000000000000LDR
2025-11,MFG,Manufacturing,job_openings_rate,3.0,JTS300000000000000JOR
2025-11,MFG,Manufacturing,hires_rate,2.2,JTS300000000000000HIR
2025-11,MFG,Manufacturing,quits_rate,1.5,JTS300000000000000QUR
2025-11,MFG,Manufacturing,layoffs_discharges_rate,0.8,JTS300000000000000LDR
2025-11,INF,Information,job_openings_rate,3.0,JTS510000000000000JOR
2025-11,INF,Information,hires_rate,2.7,JTS510000000000000HIR
2025-11,INF,Information,quits_rate,1.5,JTS510000000000000QUR
2025-11,INF,Information,layoffs_discharges_rate,1.2,JTS510000000000000LDR
2025-11,FAS,Financial activities,job_openings_rate,3.7,JTS510099000000000JOR
2025-11,FAS,Financial activities,hires_rate,1.9,JTS510099000000000HIR
2025-11,FAS,Financial activities,quits_rate,1.1,JTS510099000000000QUR
2025-11,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-11,PBS,Professional and business services,job_openings_rate,5.5,JTS540099000000000JOR
2025-11,PBS,Professional and business services,hires_rate,4.4,JTS540099000000000HIR
2025-11,PBS,Professional and business services,quits_rate,2.1,JTS540099000000000QUR
2025-11,PBS,Professional and business services,layoffs_discharges_rate,2.2,JTS540099000000000LDR
2025-11,HCS,Health care and social assistance,job_openings_rate,5.5,JTS620000000000000JOR
2025-11,HCS,Health care and social assistance,hires_rate,2.8,JTS620000000000000HIR
2025-11,HCS,Health care and social assistance,quits_rate,1.9,JTS620000000000000QUR
2025-11,HCS,Health care and social assistance,layoffs_discharges_rate,0.6,JTS620000000000000LDR
2025-11,RET,Retail trade,job_openings_rate,4.2,JTS440000000000000JOR
2025-11,RET,Retail trade,hires_rate,3.7,JTS440000000000000HIR
2025-11,RET,Retail trade,quits_rate,2.7,JTS440000000000000QUR
2025-11,RET,Retail trade,layoffs_discharges_rate,0.9,JTS440000000000000LDR
2025-12,MFG,Manufacturing,job_openings_rate,3.3,JTS300000000000000JOR
2025-12,MFG,Manufacturing,hires_rate,2.2,JTS300000000000000HIR
2025-12,MFG,Manufacturing,quits_rate,1.4,JTS300000000000000QUR
2025-12,MFG,Manufacturing,layoffs_discharges_rate,0.8,JTS300000000000000LDR
2025-12,INF,Information,job_openings_rate,3.8,JTS510000000000000JOR
2025-12,INF,Information,hires_rate,3.1,JTS510000000000000HIR
2025-12,INF,Information,quits_rate,1.6,JTS510000000000000QUR
2025-12,INF,Information,layoffs_discharges_rate,1.5,JTS510000000000000LDR
2025-12,FAS,Financial activities,job_openings_rate,2.5,JTS510099000000000JOR
2025-12,FAS,Financial activities,hires_rate,2.3,JTS510099000000000HIR
2025-12,FAS,Financial activities,quits_rate,1.3,JTS510099000000000QUR
2025-12,FAS,Financial activities,layoffs_discharges_rate,0.6,JTS510099000000000LDR
2025-12,PBS,Professional and business services,job_openings_rate,5.0,JTS540099000000000JOR
2025-12,PBS,Professional and business services,hires_rate,4.2,JTS540099000000000HIR
2025-12,PBS,Professional and business services,quits_rate,1.9,JTS540099000000000QUR
2025-12,PBS,Professional and business services,layoffs_discharges_rate,1.9,JTS540099000000000LDR
2025-12,HCS,Health care and social assistance,job_openings_rate,5.1,JTS620000000000000JOR
2025-12,HCS,Health care and social assistance,hires_rate,3.2,JTS620000000000000HIR
2025-12,HCS,Health care and social assistance,quits_rate,2.0,JTS620000000000000QUR
2025-12,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2025-12,RET,Retail trade,job_openings_rate,3.2,JTS440000000000000JOR
2025-12,RET,Retail trade,hires_rate,3.5,JTS440000000000000HIR
2025-12,RET,Retail trade,quits_rate,3.2,JTS440000000000000QUR
2025-12,RET,Retail trade,layoffs_discharges_rate,0.8,JTS440000000000000LDR
2026-01,MFG,Manufacturing,job_openings_rate,3.8,JTS300000000000000JOR
2026-01,MFG,Manufacturing,hires_rate,2.3,JTS300000000000000HIR
2026-01,MFG,Manufacturing,quits_rate,1.3,JTS300000000000000QUR
2026-01,MFG,Manufacturing,layoffs_discharges_rate,0.9,JTS300000000000000LDR
2026-01,INF,Information,job_openings_rate,3.8,JTS510000000000000JOR
2026-01,INF,Information,hires_rate,3.2,JTS510000000000000HIR
2026-01,INF,Information,quits_rate,1.5,JTS510000000000000QUR
2026-01,INF,Information,layoffs_discharges_rate,1.5,JTS510000000000000LDR
2026-01,FAS,Financial activities,job_openings_rate,4.2,JTS510099000000000JOR
2026-01,FAS,Financial activities,hires_rate,1.8,JTS510099000000000HIR
2026-01,FAS,Financial activities,quits_rate,1.2,JTS510099000000000QUR
2026-01,FAS,Financial activities,layoffs_discharges_rate,0.7,JTS510099000000000LDR
2026-01,PBS,Professional and business services,job_openings_rate,4.2,JTS540099000000000JOR
2026-01,PBS,Professional and business services,hires_rate,4.4,JTS540099000000000HIR
2026-01,PBS,Professional and business services,quits_rate,2.1,JTS540099000000000QUR
2026-01,PBS,Professional and business services,layoffs_discharges_rate,1.8,JTS540099000000000LDR
2026-01,HCS,Health care and social assistance,job_openings_rate,5.6,JTS620000000000000JOR
2026-01,HCS,Health care and social assistance,hires_rate,3.2,JTS620000000000000HIR
2026-01,HCS,Health care and social assistance,quits_rate,1.8,JTS620000000000000QUR
2026-01,HCS,Health care and social assistance,layoffs_discharges_rate,0.7,JTS620000000000000LDR
2026-01,RET,Retail trade,job_openings_rate,4.0,JTS440000000000000JOR
2026-01,RET,Retail trade,hires_rate,3.7,JTS440000000000000HIR
2026-01,RET,Retail trade,quits_rate,2.7,JTS440000000000000QUR
2026-01,RET,Retail trade,layoffs_discharges_rate,0.8,JTS440000000000000LDR
